REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
VIC1,2025/03/01 00:05:00,4558.66,144.97,TRADE
VIC1,2025/03/01 00:10:00,4492.06,122.49,TRADE
VIC1,2025/03/01 00:15:00,4456.54,120,TRADE
VIC1,2025/03/01 00:20:00,4400.88,119.81,TRADE
VIC1,2025/03/01 00:25:00,4403.96,120.56,TRADE
VIC1,2025/03/01 00:30:00,4299.42,119.43,TRADE
VIC1,2025/03/01 00:35:00,4353.81,120.92,TRADE
VIC1,2025/03/01 00:40:00,4293.42,120,TRADE
VIC1,2025/03/01 00:45:00,4258.99,119.43,TRADE
VIC1,2025/03/01 00:50:00,4342.94,122.18,TRADE
VIC1,2025/03/01 00:55:00,4323.87,120,TRADE
VIC1,2025/03/01 01:00:00,4294.35,119.81,TRADE
VIC1,2025/03/01 01:05:00,4300.53,141.69,TRADE
VIC1,2025/03/01 01:10:00,4302.54,144.69,TRADE
VIC1,2025/03/01 01:15:00,4268.19,150.91,TRADE
VIC1,2025/03/01 01:20:00,4236.21,150.69,TRADE
VIC1,2025/03/01 01:25:00,4133.61,125.77,TRADE
VIC1,2025/03/01 01:30:00,4091.46,148.99,TRADE
VIC1,2025/03/01 01:35:00,4138.24,149.85,TRADE
VIC1,2025/03/01 01:40:00,4077.02,143.47,TRADE
VIC1,2025/03/01 01:45:00,4052.42,145.43,TRADE
VIC1,2025/03/01 01:50:00,4042.17,128.71,TRADE
VIC1,2025/03/01 01:55:00,4040.79,123.64,TRADE
VIC1,2025/03/01 02:00:00,4045.66,121.63,TRADE
VIC1,2025/03/01 02:05:00,3969.93,120.27,TRADE
VIC1,2025/03/01 02:10:00,3964.94,121.17,TRADE
VIC1,2025/03/01 02:15:00,4035.84,123.55,TRADE
VIC1,2025/03/01 02:20:00,4051.84,124.41,TRADE
VIC1,2025/03/01 02:25:00,3959.05,117.24,TRADE
VIC1,2025/03/01 02:30:00,4037.18,121.84,TRADE
VIC1,2025/03/01 02:35:00,4006.09,125.27,TRADE
VIC1,2025/03/01 02:40:00,4005.04,126.10,TRADE
VIC1,2025/03/01 02:45:00,3942.2,121.95,TRADE
VIC1,2025/03/01 02:50:00,3925.02,121.65,TRADE
VIC1,2025/03/01 02:55:00,3937.47,121.48,TRADE
VIC1,2025/03/01 03:00:00,4020.03,122.41,TRADE
VIC1,2025/03/01 03:05:00,3998.68,121.58,TRADE
VIC1,2025/03/01 03:10:00,3936.5,123.05,TRADE
VIC1,2025/03/01 03:15:00,3990.42,121.71,TRADE
VIC1,2025/03/01 03:20:00,3972.35,124.35,TRADE
VIC1,2025/03/01 03:25:00,3958.03,121.22,TRADE
VIC1,2025/03/01 03:30:00,3926.56,121.27,TRADE
VIC1,2025/03/01 03:35:00,3918.24,128.04,TRADE
VIC1,2025/03/01 03:40:00,3896.97,127.10,TRADE
VIC1,2025/03/01 03:45:00,3965.92,129.98,TRADE
VIC1,2025/03/01 03:50:00,3939.8,151.14,TRADE
VIC1,2025/03/01 03:55:00,3967.79,147.68,TRADE
VIC1,2025/03/01 04:00:00,3995.78,131.88,TRADE
VIC1,2025/03/01 04:05:00,3987.77,120,TRADE
VIC1,2025/03/01 04:10:00,3913.4,120,TRADE
VIC1,2025/03/01 04:15:00,3952.4,132.80,TRADE
VIC1,2025/03/01 04:20:00,4054.87,137.17,TRADE
VIC1,2025/03/01 04:25:00,4094.12,141.43,TRADE
VIC1,2025/03/01 04:30:00,4038.9,121.83,TRADE
VIC1,2025/03/01 04:35:00,3986.48,120.92,TRADE
VIC1,2025/03/01 04:40:00,4033.69,121.83,TRADE
VIC1,2025/03/01 04:45:00,4072.51,123.51,TRADE
VIC1,2025/03/01 04:50:00,4100.34,139.65,TRADE
VIC1,2025/03/01 04:55:00,4062.39,122.23,TRADE
VIC1,2025/03/01 05:00:00,4115.82,122.75,TRADE
VIC1,2025/03/01 05:05:00,4171.53,122.49,TRADE
VIC1,2025/03/01 05:10:00,4159.25,122.51,TRADE
VIC1,2025/03/01 05:15:00,4215.48,122.85,TRADE
VIC1,2025/03/01 05:20:00,4315.66,123.93,TRADE
VIC1,2025/03/01 05:25:00,4247.49,124.24,TRADE
VIC1,2025/03/01 05:30:00,4207.06,138.94,TRADE
VIC1,2025/03/01 05:35:00,4242.6,124.60,TRADE
VIC1,2025/03/01 05:40:00,4348.9,160,TRADE
VIC1,2025/03/01 05:45:00,4362.27,155.64,TRADE
VIC1,2025/03/01 05:50:00,4454.83,167.21,TRADE
VIC1,2025/03/01 05:55:00,4374.8,160,TRADE
VIC1,2025/03/01 06:00:00,4467.36,169.07,TRADE
VIC1,2025/03/01 06:05:00,4461.52,168.06,TRADE
VIC1,2025/03/01 06:10:00,4484.28,170.82,TRADE
VIC1,2025/03/01 06:15:00,4502.04,236.67,TRADE
VIC1,2025/03/01 06:20:00,4427.78,166.22,TRADE
VIC1,2025/03/01 06:25:00,4412.11,153.32,TRADE
VIC1,2025/03/01 06:30:00,4502.56,135.71,TRADE
VIC1,2025/03/01 06:35:00,4373.78,122.23,TRADE
VIC1,2025/03/01 06:40:00,4346.95,120.60,TRADE
VIC1,2025/03/01 06:45:00,4365.17,122.26,TRADE
VIC1,2025/03/01 06:50:00,4355.07,113.32,TRADE
VIC1,2025/03/01 06:55:00,4307.78,99.04,TRADE
VIC1,2025/03/01 07:00:00,4395.79,120.73,TRADE
VIC1,2025/03/01 07:05:00,4254.36,116.92,TRADE
VIC1,2025/03/01 07:10:00,4213.35,114.88,TRADE
VIC1,2025/03/01 07:15:00,4150.78,28.15,TRADE
VIC1,2025/03/01 07:20:00,4194.99,33.89,TRADE
VIC1,2025/03/01 07:25:00,4189.82,33.89,TRADE
VIC1,2025/03/01 07:30:00,4195.29,40.31,TRADE
VIC1,2025/03/01 07:35:00,4076.56,12,TRADE
VIC1,2025/03/01 07:40:00,4151.06,15.95,TRADE
VIC1,2025/03/01 07:45:00,4020.35,33.89,TRADE
VIC1,2025/03/01 07:50:00,3980.12,20.04,TRADE
VIC1,2025/03/01 07:55:00,3962.45,33.89,TRADE
VIC1,2025/03/01 08:00:00,3876.79,12,TRADE
VIC1,2025/03/01 08:05:00,3916.87,37.17,TRADE
VIC1,2025/03/01 08:10:00,3869.92,45.89,TRADE
VIC1,2025/03/01 08:15:00,3860.01,36.01,TRADE
VIC1,2025/03/01 08:20:00,3912.23,15.23,TRADE
VIC1,2025/03/01 08:25:00,3908.61,8.95,TRADE
VIC1,2025/03/01 08:30:00,3733.02,1.03,TRADE
VIC1,2025/03/01 08:35:00,3778.22,9,TRADE
VIC1,2025/03/01 08:40:00,3570.59,19.63,TRADE
VIC1,2025/03/01 08:45:00,3562.04,8.95,TRADE
VIC1,2025/03/01 08:50:00,3718.13,8.95,TRADE
VIC1,2025/03/01 08:55:00,3666.56,1.80,TRADE
VIC1,2025/03/01 09:00:00,3614.48,0,TRADE
VIC1,2025/03/01 09:05:00,3483.96,8.95,TRADE
VIC1,2025/03/01 09:10:00,3464.55,45.89,TRADE
VIC1,2025/03/01 09:15:00,3439.83,23.79,TRADE
VIC1,2025/03/01 09:20:00,3318.12,0,TRADE
VIC1,2025/03/01 09:25:00,3261.69,8.95,TRADE
VIC1,2025/03/01 09:30:00,3246.65,8.95,TRADE
VIC1,2025/03/01 09:35:00,3255.59,8.95,TRADE
VIC1,2025/03/01 09:40:00,3131.46,-1.97,TRADE
VIC1,2025/03/01 09:45:00,3195,8.95,TRADE
VIC1,2025/03/01 09:50:00,3088.58,0.99,TRADE
VIC1,2025/03/01 09:55:00,2996.15,0,TRADE
VIC1,2025/03/01 10:00:00,2986.09,8.95,TRADE
VIC1,2025/03/01 10:05:00,2874.62,8.95,TRADE
VIC1,2025/03/01 10:10:00,2853.44,8.95,TRADE
VIC1,2025/03/01 10:15:00,2898,8.95,TRADE
VIC1,2025/03/01 10:20:00,2877.39,8.95,TRADE
VIC1,2025/03/01 10:25:00,2806.65,0,TRADE
VIC1,2025/03/01 10:30:00,2845.51,-2.46,TRADE
VIC1,2025/03/01 10:35:00,2803.57,-2.02,TRADE
VIC1,2025/03/01 10:40:00,2787.71,-0.39,TRADE
VIC1,2025/03/01 10:45:00,2639.82,0,TRADE
VIC1,2025/03/01 10:50:00,2571.41,-3.99,TRADE
VIC1,2025/03/01 10:55:00,2617.35,-19.16,TRADE
VIC1,2025/03/01 11:00:00,2718.32,-15.69,TRADE
VIC1,2025/03/01 11:05:00,2722.73,-20.19,TRADE
VIC1,2025/03/01 11:10:00,2754.12,-8.69,TRADE
VIC1,2025/03/01 11:15:00,2767.1,-20.69,TRADE
VIC1,2025/03/01 11:20:00,2757.07,-14.38,TRADE
VIC1,2025/03/01 11:25:00,2909.05,-14.56,TRADE
VIC1,2025/03/01 11:30:00,2898.91,-14.52,TRADE
VIC1,2025/03/01 11:35:00,2777.59,-21.37,TRADE
VIC1,2025/03/01 11:40:00,2728.69,-14.21,TRADE
VIC1,2025/03/01 11:45:00,2715.23,-22.69,TRADE
VIC1,2025/03/01 11:50:00,2647.78,-20.19,TRADE
VIC1,2025/03/01 11:55:00,2747.63,-20.35,TRADE
VIC1,2025/03/01 12:00:00,2786.69,-22.98,TRADE
VIC1,2025/03/01 12:05:00,2578.17,-22.27,TRADE
VIC1,2025/03/01 12:10:00,2601.29,-22.03,TRADE
VIC1,2025/03/01 12:15:00,2589.04,-22.51,TRADE
VIC1,2025/03/01 12:20:00,2491.47,-21.78,TRADE
VIC1,2025/03/01 12:25:00,2550.85,-18.15,TRADE
VIC1,2025/03/01 12:30:00,2467.54,-19.70,TRADE
VIC1,2025/03/01 12:35:00,2594.16,-9.41,TRADE
VIC1,2025/03/01 12:40:00,2626,-9.25,TRADE
VIC1,2025/03/01 12:45:00,2633.1,-8.45,TRADE
VIC1,2025/03/01 12:50:00,2753.28,-13.58,TRADE
VIC1,2025/03/01 12:55:00,2676.8,-13.07,TRADE
VIC1,2025/03/01 13:00:00,2485.96,-8.69,TRADE
VIC1,2025/03/01 13:05:00,2456.49,-12.42,TRADE
VIC1,2025/03/01 13:10:00,2454.82,-12.63,TRADE
VIC1,2025/03/01 13:15:00,2583.34,-9.93,TRADE
VIC1,2025/03/01 13:20:00,2564.34,-1.72,TRADE
VIC1,2025/03/01 13:25:00,2606.53,10.24,TRADE
VIC1,2025/03/01 13:30:00,2492.56,9.90,TRADE
VIC1,2025/03/01 13:35:00,2416.47,16.57,TRADE
VIC1,2025/03/01 13:40:00,2411.95,15.12,TRADE
VIC1,2025/03/01 13:45:00,2523.88,9.77,TRADE
VIC1,2025/03/01 13:50:00,2507.19,15.12,TRADE
VIC1,2025/03/01 13:55:00,2542.29,14.06,TRADE
VIC1,2025/03/01 14:00:00,2565.98,12.57,TRADE
VIC1,2025/03/01 14:05:00,2525.49,9.18,TRADE
VIC1,2025/03/01 14:10:00,2404.18,-4.08,TRADE
VIC1,2025/03/01 14:15:00,2621.36,8.95,TRADE
VIC1,2025/03/01 14:20:00,2607.09,8.95,TRADE
VIC1,2025/03/01 14:25:00,2666.83,-2.21,TRADE
VIC1,2025/03/01 14:30:00,2688.26,-8.93,TRADE
VIC1,2025/03/01 14:35:00,2791.6,-6.03,TRADE
VIC1,2025/03/01 14:40:00,2753.97,0,TRADE
VIC1,2025/03/01 14:45:00,2777.81,-9.20,TRADE
VIC1,2025/03/01 14:50:00,2862.79,-9.24,TRADE
VIC1,2025/03/01 14:55:00,3005.48,-2.28,TRADE
VIC1,2025/03/01 15:00:00,3129.6,46.95,TRADE
VIC1,2025/03/01 15:05:00,3360.84,41.51,TRADE
VIC1,2025/03/01 15:10:00,3447.27,-9.53,TRADE
VIC1,2025/03/01 15:15:00,3487.09,82.50,TRADE
VIC1,2025/03/01 15:20:00,3590.84,82.50,TRADE
VIC1,2025/03/01 15:25:00,3718.82,48.48,TRADE
VIC1,2025/03/01 15:30:00,3733.77,30.26,TRADE
VIC1,2025/03/01 15:35:00,3767.95,12,TRADE
VIC1,2025/03/01 15:40:00,3852.72,29.24,TRADE
VIC1,2025/03/01 15:45:00,3903.83,10.61,TRADE
VIC1,2025/03/01 15:50:00,4081.04,30.09,TRADE
VIC1,2025/03/01 15:55:00,4088.81,29.62,TRADE
VIC1,2025/03/01 16:00:00,4123.33,12,TRADE
VIC1,2025/03/01 16:05:00,4184.09,8.95,TRADE
VIC1,2025/03/01 16:10:00,4337.16,10.81,TRADE
VIC1,2025/03/01 16:15:00,4391.93,9,TRADE
VIC1,2025/03/01 16:20:00,4314.2,-2.45,TRADE
VIC1,2025/03/01 16:25:00,4357.04,8.95,TRADE
VIC1,2025/03/01 16:30:00,4453.64,47.16,TRADE
VIC1,2025/03/01 16:35:00,4599.29,49.18,TRADE
VIC1,2025/03/01 16:40:00,4651.14,59,TRADE
VIC1,2025/03/01 16:45:00,4785.75,48.36,TRADE
VIC1,2025/03/01 16:50:00,4827.85,59,TRADE
VIC1,2025/03/01 16:55:00,5007.44,79,TRADE
VIC1,2025/03/01 17:00:00,5056.63,79,TRADE
VIC1,2025/03/01 17:05:00,5120.59,76.02,TRADE
VIC1,2025/03/01 17:10:00,5169.04,83.07,TRADE
VIC1,2025/03/01 17:15:00,5131.71,105.51,TRADE
VIC1,2025/03/01 17:20:00,5024.36,111.12,TRADE
VIC1,2025/03/01 17:25:00,5085.11,112.11,TRADE
VIC1,2025/03/01 17:30:00,5058.85,-19.99,TRADE
VIC1,2025/03/01 17:35:00,4891.18,8.95,TRADE
VIC1,2025/03/01 17:40:00,5084.9,0,TRADE
VIC1,2025/03/01 17:45:00,5128.52,0,TRADE
VIC1,2025/03/01 17:50:00,5278.76,20.04,TRADE
VIC1,2025/03/01 17:55:00,5386.69,35,TRADE
VIC1,2025/03/01 18:00:00,5220.98,8.95,TRADE
VIC1,2025/03/01 18:05:00,5272.46,0,TRADE
VIC1,2025/03/01 18:10:00,5343.5,0,TRADE
VIC1,2025/03/01 18:15:00,5345.54,0,TRADE
VIC1,2025/03/01 18:20:00,5275.64,9.01,TRADE
VIC1,2025/03/01 18:25:00,5319.85,10.38,TRADE
VIC1,2025/03/01 18:30:00,5412.4,21.41,TRADE
VIC1,2025/03/01 18:35:00,5444.76,35,TRADE
VIC1,2025/03/01 18:40:00,5355.02,12,TRADE
VIC1,2025/03/01 18:45:00,5319.36,43.63,TRADE
VIC1,2025/03/01 18:50:00,5328.72,81.85,TRADE
VIC1,2025/03/01 18:55:00,5312.08,89.45,TRADE
VIC1,2025/03/01 19:00:00,5340.46,89.45,TRADE
VIC1,2025/03/01 19:05:00,5403.82,89.45,TRADE
VIC1,2025/03/01 19:10:00,5429.85,104.42,TRADE
VIC1,2025/03/01 19:15:00,5410.52,100.01,TRADE
VIC1,2025/03/01 19:20:00,5373.49,116.22,TRADE
VIC1,2025/03/01 19:25:00,5348.88,118.10,TRADE
VIC1,2025/03/01 19:30:00,5371.02,129.47,TRADE
VIC1,2025/03/01 19:35:00,5336.19,131.21,TRADE
VIC1,2025/03/01 19:40:00,5279.52,121.72,TRADE
VIC1,2025/03/01 19:45:00,5348.44,125,TRADE
VIC1,2025/03/01 19:50:00,5296.47,123.40,TRADE
VIC1,2025/03/01 19:55:00,5298.23,115.85,TRADE
VIC1,2025/03/01 20:00:00,5216.64,113.31,TRADE
VIC1,2025/03/01 20:05:00,5232.9,114.48,TRADE
VIC1,2025/03/01 20:10:00,5171.75,113.31,TRADE
VIC1,2025/03/01 20:15:00,5127.02,101.66,TRADE
VIC1,2025/03/01 20:20:00,4990.66,100.52,TRADE
VIC1,2025/03/01 20:25:00,5048.75,101.28,TRADE
VIC1,2025/03/01 20:30:00,5015.2,100.01,TRADE
VIC1,2025/03/01 20:35:00,4875.7,99.70,TRADE
VIC1,2025/03/01 20:40:00,4910.97,107.38,TRADE
VIC1,2025/03/01 20:45:00,4932.31,109.10,TRADE
VIC1,2025/03/01 20:50:00,4906.54,105.99,TRADE
VIC1,2025/03/01 20:55:00,4871.92,104.61,TRADE
VIC1,2025/03/01 21:00:00,4760.91,100.60,TRADE
VIC1,2025/03/01 21:05:00,4794.98,106.87,TRADE
VIC1,2025/03/01 21:10:00,4777.31,111.46,TRADE
VIC1,2025/03/01 21:15:00,4701.94,111.76,TRADE
VIC1,2025/03/01 21:20:00,4733.95,113.59,TRADE
VIC1,2025/03/01 21:25:00,4771.55,114.46,TRADE
VIC1,2025/03/01 21:30:00,4707,111.49,TRADE
VIC1,2025/03/01 21:35:00,4708.35,110.82,TRADE
VIC1,2025/03/01 21:40:00,4606.67,113.59,TRADE
VIC1,2025/03/01 21:45:00,4648.75,113.31,TRADE
VIC1,2025/03/01 21:50:00,4503.64,111.38,TRADE
VIC1,2025/03/01 21:55:00,4500.15,108.22,TRADE
VIC1,2025/03/01 22:00:00,4487.27,111.39,TRADE
VIC1,2025/03/01 22:05:00,4459.98,112.80,TRADE
VIC1,2025/03/01 22:10:00,4463.17,126.12,TRADE
VIC1,2025/03/01 22:15:00,4502.75,136.44,TRADE
VIC1,2025/03/01 22:20:00,4451.03,130.11,TRADE
VIC1,2025/03/01 22:25:00,4418.95,115.06,TRADE
VIC1,2025/03/01 22:30:00,4328.34,113.31,TRADE
VIC1,2025/03/01 22:35:00,4352.2,131.25,TRADE
VIC1,2025/03/01 22:40:00,4412.03,129.42,TRADE
VIC1,2025/03/01 22:45:00,4286.24,116.55,TRADE
VIC1,2025/03/01 22:50:00,4334.49,128.04,TRADE
VIC1,2025/03/01 22:55:00,4345.4,124.88,TRADE
VIC1,2025/03/01 23:00:00,4309.17,122.88,TRADE
VIC1,2025/03/01 23:05:00,4366.74,112.75,TRADE
VIC1,2025/03/01 23:10:00,4386.84,115.95,TRADE
VIC1,2025/03/01 23:15:00,4404.74,114.75,TRADE
VIC1,2025/03/01 23:20:00,4523.74,117.80,TRADE
VIC1,2025/03/01 23:25:00,4504.59,119.41,TRADE
VIC1,2025/03/01 23:30:00,4486.34,114.17,TRADE
VIC1,2025/03/01 23:35:00,4522.53,116.25,TRADE
VIC1,2025/03/01 23:40:00,4453.49,115.35,TRADE
VIC1,2025/03/01 23:45:00,4346.94,109.19,TRADE
VIC1,2025/03/01 23:50:00,4403.43,104.30,TRADE
VIC1,2025/03/01 23:55:00,4376.9,92.52,TRADE
VIC1,2025/03/02 00:00:00,4286.21,89.72,TRADE
VIC1,2025/03/02 00:05:00,4335.33,93.73,TRADE
VIC1,2025/03/02 00:10:00,4287.34,96.30,TRADE
VIC1,2025/03/02 00:15:00,4176.72,92.25,TRADE
VIC1,2025/03/02 00:20:00,4234.35,95.47,TRADE
VIC1,2025/03/02 00:25:00,4175.35,88.91,TRADE
VIC1,2025/03/02 00:30:00,4172.8,86.68,TRADE
VIC1,2025/03/02 00:35:00,4113.23,79,TRADE
VIC1,2025/03/02 00:40:00,3984.59,79,TRADE
VIC1,2025/03/02 00:45:00,3982.82,78.83,TRADE
VIC1,2025/03/02 00:50:00,4054.5,79,TRADE
VIC1,2025/03/02 00:55:00,3915.92,76.81,TRADE
VIC1,2025/03/02 01:00:00,4007.84,79,TRADE
VIC1,2025/03/02 01:05:00,3976.73,79,TRADE
VIC1,2025/03/02 01:10:00,3958.25,77.42,TRADE
VIC1,2025/03/02 01:15:00,3970.12,78.69,TRADE
VIC1,2025/03/02 01:20:00,3843.66,67.35,TRADE
VIC1,2025/03/02 01:25:00,3925.83,76.51,TRADE
VIC1,2025/03/02 01:30:00,3910.7,77.20,TRADE
VIC1,2025/03/02 01:35:00,3815.3,70.28,TRADE
VIC1,2025/03/02 01:40:00,3776.8,69.13,TRADE
VIC1,2025/03/02 01:45:00,3814.68,69.75,TRADE
VIC1,2025/03/02 01:50:00,3807.43,67.21,TRADE
VIC1,2025/03/02 01:55:00,3732.01,65.51,TRADE
VIC1,2025/03/02 02:00:00,3769.21,66.64,TRADE
VIC1,2025/03/02 02:05:00,3747.23,79,TRADE
VIC1,2025/03/02 02:10:00,3690.43,79,TRADE
VIC1,2025/03/02 02:15:00,3718.57,79,TRADE
VIC1,2025/03/02 02:20:00,3778.31,79,TRADE
VIC1,2025/03/02 02:25:00,3697.28,77.52,TRADE
VIC1,2025/03/02 02:30:00,3691.71,77.49,TRADE
VIC1,2025/03/02 02:35:00,3676.85,70.99,TRADE
VIC1,2025/03/02 02:40:00,3695.07,77.47,TRADE
VIC1,2025/03/02 02:45:00,3720.46,71.23,TRADE
VIC1,2025/03/02 02:50:00,3644.61,66.03,TRADE
VIC1,2025/03/02 02:55:00,3649.3,67.29,TRADE
VIC1,2025/03/02 03:00:00,3704.69,67.92,TRADE
VIC1,2025/03/02 03:05:00,3673.8,66.78,TRADE
VIC1,2025/03/02 03:10:00,3663.18,71.73,TRADE
VIC1,2025/03/02 03:15:00,3701.95,76.73,TRADE
VIC1,2025/03/02 03:20:00,3672.85,76.78,TRADE
VIC1,2025/03/02 03:25:00,3580.88,66.79,TRADE
VIC1,2025/03/02 03:30:00,3557.96,71.48,TRADE
VIC1,2025/03/02 03:35:00,3569.65,66.86,TRADE
VIC1,2025/03/02 03:40:00,3591.79,67.49,TRADE
VIC1,2025/03/02 03:45:00,3631.24,67.40,TRADE
VIC1,2025/03/02 03:50:00,3613.35,66.29,TRADE
VIC1,2025/03/02 03:55:00,3676.63,66.82,TRADE
VIC1,2025/03/02 04:00:00,3636.86,66.25,TRADE
VIC1,2025/03/02 04:05:00,3607.87,50.89,TRADE
VIC1,2025/03/02 04:10:00,3646.24,59,TRADE
VIC1,2025/03/02 04:15:00,3636.89,66.37,TRADE
VIC1,2025/03/02 04:20:00,3608.53,64.65,TRADE
VIC1,2025/03/02 04:25:00,3617.19,65.20,TRADE
VIC1,2025/03/02 04:30:00,3615.6,65.16,TRADE
VIC1,2025/03/02 04:35:00,3585.22,64.59,TRADE
VIC1,2025/03/02 04:40:00,3599.03,65.17,TRADE
VIC1,2025/03/02 04:45:00,3642.31,69.19,TRADE
VIC1,2025/03/02 04:50:00,3704.27,74.66,TRADE
VIC1,2025/03/02 04:55:00,3633.55,67.80,TRADE
VIC1,2025/03/02 05:00:00,3746.23,75.31,TRADE
VIC1,2025/03/02 05:05:00,3753.47,72.44,TRADE
VIC1,2025/03/02 05:10:00,3808.44,74.69,TRADE
VIC1,2025/03/02 05:15:00,3747.48,72.63,TRADE
VIC1,2025/03/02 05:20:00,3863.03,79,TRADE
VIC1,2025/03/02 05:25:00,3819.5,77.28,TRADE
VIC1,2025/03/02 05:30:00,3848.39,79,TRADE
VIC1,2025/03/02 05:35:00,3888.96,79,TRADE
VIC1,2025/03/02 05:40:00,3923.53,76.80,TRADE
VIC1,2025/03/02 05:45:00,3916.81,78.05,TRADE
VIC1,2025/03/02 05:50:00,3920.76,79,TRADE
VIC1,2025/03/02 05:55:00,3913.72,75.93,TRADE
